participant_id,source_identity,attack_type,file_path,label
ama-athukorale-1770188000031-tgsearqo8in-video,ama-athukorale-1770188000031-tgsearqo8in-video,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/ama-athukorale-1770188000031-tgsearqo8in-video.webm,1
1770091464869-c2tvb9pzrw-video-RA,1770091464869-c2tvb9pzrw-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1770091464869-c2tvb9pzrw-video-RA.webm,1
isuru-udayakumara-1770217090325-2egusipenph-video-RA,isuru-udayakumara-1770217090325-2egusipenph-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/isuru-udayakumara-1770217090325-2egusipenph-video-RA.webm,1
madhumitha-balajeyandhan-1770206737552-7b84if03p6b-video-RA,madhumitha-balajeyandhan-1770206737552-7b84if03p6b-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/madhumitha-balajeyandhan-1770206737552-7b84if03p6b-video-RA.webm,1
uditha-karawita-1770259504525-yq212ny4ozl-video-RA,uditha-karawita-1770259504525-yq212ny4ozl-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/uditha-karawita-1770259504525-yq212ny4ozl-video-RA.webm,1
amashan-weerasinghe-1770203841157-kds0yz9v9pc-video-RA,amashan-weerasinghe-1770203841157-kds0yz9v9pc-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/amashan-weerasinghe-1770203841157-kds0yz9v9pc-video-RA.webm,1
nina-abeyratne-1770190438442-qpuieazzqee-video-RA,nina-abeyratne-1770190438442-qpuieazzqee-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/nina-abeyratne-1770190438442-qpuieazzqee-video-RA.webm,1
1769879032156-o2qh72vloxb-video 6-RA,1769879032156-o2qh72vloxb-video 6-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769879032156-o2qh72vloxb-video 6-RA.webm,1
1769879131222-u883itot1y-video 4-RA,1769879131222-u883itot1y-video 4-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769879131222-u883itot1y-video 4-RA.webm,1
1769884198839-gbpaaesaa4-video 8-RA,1769884198839-gbpaaesaa4-video 8-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769884198839-gbpaaesaa4-video 8-RA.webm,1
1769921310778-vis108tj3r-video 1-RA,1769921310778-vis108tj3r-video 1-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769921310778-vis108tj3r-video 1-RA.webm,1
1769879343973-swgzenlw3kf-video 10-RA,1769879343973-swgzenlw3kf-video 10-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769879343973-swgzenlw3kf-video 10-RA.webm,1
1769879360406-8jjjz3sml6l-video 2-RA,1769879360406-8jjjz3sml6l-video 2-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769879360406-8jjjz3sml6l-video 2-RA.webm,1
1769879379973-xvnqv2qjf6j-video 3-RA,1769879379973-xvnqv2qjf6j-video 3-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769879379973-xvnqv2qjf6j-video 3-RA.webm,1
1769879335590-h4i23wgvh1-video 4-RA,1769879335590-h4i23wgvh1-video 4-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769879335590-h4i23wgvh1-video 4-RA.webm,1
harish-visvalingam-1770445711837-coy6l2idlit-video-RA,harish-visvalingam-1770445711837-coy6l2idlit-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/harish-visvalingam-1770445711837-coy6l2idlit-video-RA.webm,1
bumila-1770373366116-r51tkvhsstn-video 11-RA,bumila-1770373366116-r51tkvhsstn-video 11-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/bumila-1770373366116-r51tkvhsstn-video 11-RA.webm,1
prabhashan-1770380045217-37yshqp9c7a-video-RA,prabhashan-1770380045217-37yshqp9c7a-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/prabhashan-1770380045217-37yshqp9c7a-video-RA.webm,1
oveena-widyaratne-1770363421497-xkdtwb6r5t-video-RA,oveena-widyaratne-1770363421497-xkdtwb6r5t-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/oveena-widyaratne-1770363421497-xkdtwb6r5t-video-RA.webm,1
christopher-columbus-1770219484810-1bu87g29rsv-video-RA,christopher-columbus-1770219484810-1bu87g29rsv-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/christopher-columbus-1770219484810-1bu87g29rsv-video-RA.webm,1
mohammed-mufthi-1770380281105-mdwuzashsa-video-RA,mohammed-mufthi-1770380281105-mdwuzashsa-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/mohammed-mufthi-1770380281105-mdwuzashsa-video-RA.webm,1
sowmiya-jeevaratnam-1771401489025-xvnbmzb9e8a-video-RA,sowmiya-jeevaratnam-1771401489025-xvnbmzb9e8a-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/sowmiya-jeevaratnam-1771401489025-xvnbmzb9e8a-video-RA.webm,1
dwayne-ramsay-1770725471062-pvz0nwke0cp-video-RA,dwayne-ramsay-1770725471062-pvz0nwke0cp-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/dwayne-ramsay-1770725471062-pvz0nwke0cp-video-RA.webm,1
pragash-sasitharan-1770557958937-o7zm1xx7z5-video-RA. 12,pragash-sasitharan-1770557958937-o7zm1xx7z5-video-RA. 12,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/pragash-sasitharan-1770557958937-o7zm1xx7z5-video-RA. 12.webm,1
samrithaa-jeevaratnam-1771426980393-nzuzo8hi3mr-video-RA,samrithaa-jeevaratnam-1771426980393-nzuzo8hi3mr-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/samrithaa-jeevaratnam-1771426980393-nzuzo8hi3mr-video-RA.webm,1
sivagnanam-mayuran-1770646563111-v924d5zyos-video-RA,sivagnanam-mayuran-1770646563111-v924d5zyos-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/sivagnanam-mayuran-1770646563111-v924d5zyos-video-RA.webm,1
jothiswary-jeevaratnam-1771427934194-be6qwar06q9-video-RA,jothiswary-jeevaratnam-1771427934194-be6qwar06q9-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/jothiswary-jeevaratnam-1771427934194-be6qwar06q9-video-RA.webm,1
methul-1770446113415-851a51rt5u4-video-RA,methul-1770446113415-851a51rt5u4-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/methul-1770446113415-851a51rt5u4-video-RA.webm,1
aksheya-1770477453315-sydj4jcvtoi-video-RA,aksheya-1770477453315-sydj4jcvtoi-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/aksheya-1770477453315-sydj4jcvtoi-video-RA.webm,1
thrishanthini-1770633262075-k6u2io4qolo-video-RA,thrishanthini-1770633262075-k6u2io4qolo-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/thrishanthini-1770633262075-k6u2io4qolo-video-RA.webm,1
akeshan-1770583681000-kkbdy2g8w6-video-RA,akeshan-1770583681000-kkbdy2g8w6-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/akeshan-1770583681000-kkbdy2g8w6-video-RA.webm,1
praneepa-ekanayake-1770445724370-av9t2z74m8g-video-RA,praneepa-ekanayake-1770445724370-av9t2z74m8g-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/praneepa-ekanayake-1770445724370-av9t2z74m8g-video-RA.webm,1
nilupul-1770380346480-75g9zdhz72j-video-RA,nilupul-1770380346480-75g9zdhz72j-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/nilupul-1770380346480-75g9zdhz72j-video-RA.webm,1
1769879665020-z2hehrkreh-video2-RA,1769879665020-z2hehrkreh-video2-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769879665020-z2hehrkreh-video2-RA.webm,1
priyanka-chandrakanthan-1770445612934-h9m47dgoghs-video-RA,priyanka-chandrakanthan-1770445612934-h9m47dgoghs-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/priyanka-chandrakanthan-1770445612934-h9m47dgoghs-video-RA.webm,1
ihaveaprettygf-1770284006333-ti69byvmcm-video-RA,ihaveaprettygf-1770284006333-ti69byvmcm-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/ihaveaprettygf-1770284006333-ti69byvmcm-video-RA.webm,1
ihaveaprettygf-1770282071874-i2g3l36xe6i-video-RA,ihaveaprettygf-1770282071874-i2g3l36xe6i-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/ihaveaprettygf-1770282071874-i2g3l36xe6i-video-RA.webm,1
sawiru-1770379301550-qng8x07ull9-video-RA,sawiru-1770379301550-qng8x07ull9-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/sawiru-1770379301550-qng8x07ull9-video-RA.webm,1
lakshan-20221470-iit-ac-lk-1770301365487-byvhk57rws-video-RA,lakshan-20221470-iit-ac-lk-1770301365487-byvhk57rws-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/lakshan-20221470-iit-ac-lk-1770301365487-byvhk57rws-video-RA.webm,1
ishra-1770264476143-7c73w91utzk-video-RA,ishra-1770264476143-7c73w91utzk-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/ishra-1770264476143-7c73w91utzk-video-RA.webm,1
avinash-jeevaratnam-1770301049346-y55avo4p2vi-video-RA,avinash-jeevaratnam-1770301049346-y55avo4p2vi-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/avinash-jeevaratnam-1770301049346-y55avo4p2vi-video-RA.webm,1
ravindu-sankalpa-1770445780786-y222a26roh-video-RA,ravindu-sankalpa-1770445780786-y222a26roh-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/ravindu-sankalpa-1770445780786-y222a26roh-video-RA.webm,1
ranugi-thihansa-1770445648100-ok0k52ovsd7-video-RA,ranugi-thihansa-1770445648100-ok0k52ovsd7-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/ranugi-thihansa-1770445648100-ok0k52ovsd7-video-RA.webm,1
poornima-dunusingha-1770445678567-i71ayyh340i-video-RA,poornima-dunusingha-1770445678567-i71ayyh340i-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/poornima-dunusingha-1770445678567-i71ayyh340i-video-RA.webm,1
harsha-vidanagamage-1770445678086-i9c4dief63s-video-RA,harsha-vidanagamage-1770445678086-i9c4dief63s-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/harsha-vidanagamage-1770445678086-i9c4dief63s-video-RA.webm,1
thrilochana-1770445940637-wtibtljxuzm-video-RA,thrilochana-1770445940637-wtibtljxuzm-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/thrilochana-1770445940637-wtibtljxuzm-video-RA.webm,1
dileepa-1770445599693-7lt1392nm79-video-RA,dileepa-1770445599693-7lt1392nm79-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/dileepa-1770445599693-7lt1392nm79-video-RA.webm,1
kusal-1770445694876-9ahtrz67nb5-video-RA,kusal-1770445694876-9ahtrz67nb5-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/kusal-1770445694876-9ahtrz67nb5-video-RA.webm,1
arfadh-iqbal-1770213558801-94lwdsmh206-video-RA,arfadh-iqbal-1770213558801-94lwdsmh206-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/arfadh-iqbal-1770213558801-94lwdsmh206-video-RA.webm,1
oshini-godapitiyage-1770445434966-vjnehaefwq-video-RA,oshini-godapitiyage-1770445434966-vjnehaefwq-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/oshini-godapitiyage-1770445434966-vjnehaefwq-video-RA.webm,1
ishara-dharmapriya-1770445778272-8f5hwjpivtu-video-RA,ishara-dharmapriya-1770445778272-8f5hwjpivtu-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/ishara-dharmapriya-1770445778272-8f5hwjpivtu-video-RA.webm,1
lawanya-gunawardena-1770445671449-gz2dwbwj91j-video-RA,lawanya-gunawardena-1770445671449-gz2dwbwj91j-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/lawanya-gunawardena-1770445671449-gz2dwbwj91j-video-RA.webm,1
vihangi-wickramathilaka-1770445658387-z0i6uvj0r2h-video-RA,vihangi-wickramathilaka-1770445658387-z0i6uvj0r2h-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/vihangi-wickramathilaka-1770445658387-z0i6uvj0r2h-video-RA.webm,1
aqeel-1770445688899-ccc0rshi3rk-video-RA,aqeel-1770445688899-ccc0rshi3rk-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/aqeel-1770445688899-ccc0rshi3rk-video-RA.webm,1
umair-1770445787080-lqw56ag66w-video-RA,umair-1770445787080-lqw56ag66w-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/umair-1770445787080-lqw56ag66w-video-RA.webm,1
maleesha-dewmini-1770445718682-feaylk2v696-video-RA,maleesha-dewmini-1770445718682-feaylk2v696-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/maleesha-dewmini-1770445718682-feaylk2v696-video-RA.webm,1
nihil-hesara-1770445663719-yykw6xau3x-video-RA,nihil-hesara-1770445663719-yykw6xau3x-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/nihil-hesara-1770445663719-yykw6xau3x-video-RA.webm,1
thyaga-1770445696295-sok7mjzb8d8-video-RA,thyaga-1770445696295-sok7mjzb8d8-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/thyaga-1770445696295-sok7mjzb8d8-video-RA.webm,1
manith-wijesinghe-1770445706558-cxjw709ki8-video-RA,manith-wijesinghe-1770445706558-cxjw709ki8-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/manith-wijesinghe-1770445706558-cxjw709ki8-video-RA.webm,1
geethma-1770445725922-tdkizfxm2c-video-RA,geethma-1770445725922-tdkizfxm2c-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/geethma-1770445725922-tdkizfxm2c-video-RA.webm,1
thalal-1770445832350-qzmc72ma2f-video-RA,thalal-1770445832350-qzmc72ma2f-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/thalal-1770445832350-qzmc72ma2f-video-RA.webm,1
thaksharan-pushpakanthan-1770445750525-ngqmw95sj0f-video-RA,thaksharan-pushpakanthan-1770445750525-ngqmw95sj0f-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/thaksharan-pushpakanthan-1770445750525-ngqmw95sj0f-video-RA.webm,1
atheeq-1770445874461-1iz3m8cia2s-video-RA,atheeq-1770445874461-1iz3m8cia2s-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/atheeq-1770445874461-1iz3m8cia2s-video-RA.webm,1
dinushi-wanniarachchi-1771183279674-6f82c2f9ntw-video-RA,dinushi-wanniarachchi-1771183279674-6f82c2f9ntw-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/dinushi-wanniarachchi-1771183279674-6f82c2f9ntw-video-RA.webm,1
anika-mohamed-1770445861794-kxwd18re9zl-video-RA,anika-mohamed-1770445861794-kxwd18re9zl-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/anika-mohamed-1770445861794-kxwd18re9zl-video-RA.webm,1
tharusha-jayawardena-1770445889394-2vsu5ezjjh-video-RA,tharusha-jayawardena-1770445889394-2vsu5ezjjh-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/tharusha-jayawardena-1770445889394-2vsu5ezjjh-video-RA.webm,1
thrishonika-sivarajah-1770445863400-3hz9dnvpov-video-RA,thrishonika-sivarajah-1770445863400-3hz9dnvpov-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/thrishonika-sivarajah-1770445863400-3hz9dnvpov-video-RA.webm,1
aadhavan-arkhash-saravanakumar-1770480430526-gux0gs1ja2r-video-RA,aadhavan-arkhash-saravanakumar-1770480430526-gux0gs1ja2r-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/aadhavan-arkhash-saravanakumar-1770480430526-gux0gs1ja2r-video-RA.webm,1
dharushana-manohar-1770626604878-066mir6831a-video-RA,dharushana-manohar-1770626604878-066mir6831a-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/dharushana-manohar-1770626604878-066mir6831a-video-RA.webm,1
aksha-r-1770445820698-5jlwq1lbbr3-video-RA,aksha-r-1770445820698-5jlwq1lbbr3-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/aksha-r-1770445820698-5jlwq1lbbr3-video-RA.webm,1
akram-gazali-1770445800354-dydxxootb0g-video-RA,akram-gazali-1770445800354-dydxxootb0g-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/akram-gazali-1770445800354-dydxxootb0g-video-RA.webm,1
1770006660690-9qwgjvmdp8-video-RA,1770006660690-9qwgjvmdp8-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1770006660690-9qwgjvmdp8-video-RA.webm,1
1770008423822-5ek366c1tyi-video-RA,1770008423822-5ek366c1tyi-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1770008423822-5ek366c1tyi-video-RA.webm,1
1770007156022-abb32n6ywev-video-RA,1770007156022-abb32n6ywev-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1770007156022-abb32n6ywev-video-RA.webm,1
1770088530588-5efqabvflf3-video-RA,1770088530588-5efqabvflf3-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1770088530588-5efqabvflf3-video-RA.webm,1
1769656704608-ef07jxxzhzn-video 12-RA,1769656704608-ef07jxxzhzn-video 12-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769656704608-ef07jxxzhzn-video 12-RA.webm,1
1769878778942-38puz883s92-video 8-RA,1769878778942-38puz883s92-video 8-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769878778942-38puz883s92-video 8-RA.webm,1
1769878028731-w45lijinp1k-video 2-RA,1769878028731-w45lijinp1k-video 2-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769878028731-w45lijinp1k-video 2-RA.webm,1
1769878005554-ul2tq32hw5g-video 6-RA,1769878005554-ul2tq32hw5g-video 6-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769878005554-ul2tq32hw5g-video 6-RA.webm,1
1769877865550-cngi8444j34-video 8-RA,1769877865550-cngi8444j34-video 8-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769877865550-cngi8444j34-video 8-RA.webm,1
1769661288326-qjv26yfs9b-video 11-RA,1769661288326-qjv26yfs9b-video 11-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769661288326-qjv26yfs9b-video 11-RA.webm,1
1769878049059-og3cfyph5x-video 4-RA,1769878049059-og3cfyph5x-video 4-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769878049059-og3cfyph5x-video 4-RA.webm,1
1769877746312-17s72lus0oz-video 4-RA,1769877746312-17s72lus0oz-video 4-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769877746312-17s72lus0oz-video 4-RA.webm,1
1769877835383-f8kvf7lral-video 3-RA,1769877835383-f8kvf7lral-video 3-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769877835383-f8kvf7lral-video 3-RA.webm,1
1769678217131-a1yyynu4zxe-video-RA,1769678217131-a1yyynu4zxe-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769678217131-a1yyynu4zxe-video-RA.webm,1
1769878150519-bs6gvzikgww-video-RA,1769878150519-bs6gvzikgww-video-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769878150519-bs6gvzikgww-video-RA.webm,1
1769827464685-t4iir7dsiek-video 11-RA,1769827464685-t4iir7dsiek-video 11-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769827464685-t4iir7dsiek-video 11-RA.webm,1
1769878532354-0sianq32je2-video 4-RA,1769878532354-0sianq32je2-video 4-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769878532354-0sianq32je2-video 4-RA.webm,1
1769877877349-6ubslfaljz6-video 5-RA,1769877877349-6ubslfaljz6-video 5-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769877877349-6ubslfaljz6-video 5-RA.webm,1
1769877768525-icimbs5yvns-video 9-RA,1769877768525-icimbs5yvns-video 9-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769877768525-icimbs5yvns-video 9-RA.webm,1
1769877763904-77llgv23pb-video 10-RA,1769877763904-77llgv23pb-video 10-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769877763904-77llgv23pb-video 10-RA.webm,1
1769877836738-ngh2n3zgsbb-video 1-RA,1769877836738-ngh2n3zgsbb-video 1-RA,replay,/content/drive/MyDrive/Final_Dataset/Sam_final_dataset/Video/Attack/replay_attack_videos/1769877836738-ngh2n3zgsbb-video 1-RA.webm,1
